YearBuilt,ExteriorCondition,GarageCondition,LotArea,FullBath,SalePrice,Fireplaces,TotalRooms,Street,HouseStyle,GarageType,Neighborhood,Latitude,Longitude
2000,Typical,Typical,8063,2,181000,1,7,Pave,Two_Story,Attchd,Gilbert,42.058858,-93.642288
2005,Typical,Typical,8125,2,186500,0,6,Pave,Two_Story,Attchd,Somerset,42.051355,-93.642309
2005,Typical,Typical,12447,2,252000,1,8,Pave,Two_Story,BuiltIn,Somerset,42.055056,-93.642317
1929,Good,Typical,8170,2,218000,1,7,Pave,One_and_Half_Fin,Detchd,Crawford,42.016385,-93.642319
2007,Typical,Typical,3710,2,187687,1,5,Pave,One_Story,Attchd,Bloomington_Heights,42.063301,-93.642326
2006,Typical,Typical,11957,2,232000,1,7,Pave,One_Story,Attchd,Somerset,42.055102,-93.642334
2006,Typical,Typical,10000,2,227000,1,7,Pave,One_Story,Attchd,Somerset,42.054157,-93.642344
1930,Good,Typical,7810,2,188000,1,7,Pave,One_and_Half_Fin,Detchd,Crawford,42.018941,-93.642359
2006,Typical,Typical,9139,2,245000,1,7,Pave,One_Story,Attchd,Somerset,42.053212,-93.64236
2005,Typical,Typical,8987,2,221500,1,6,Pave,One_Story,Attchd,Somerset,42.05306,-93.642368
1940,Good,Typical,9600,1,160000,2,7,Pave,One_and_Half_Fin,Detchd,Crawford,42.018707,-93.642371
2005,Typical,Typical,8125,2,200825,0,7,Pave,Two_Story,Attchd,Somerset,42.051426,-93.642374
2007,Typical,Typical,10206,2,245000,1,6,Pave,One_Story,Attchd,Somerset,42.054306,-93.642376
2000,Typical,Typical,8220,2,226750,1,8,Pave,Two_Story,Attchd,Gilbert,42.058595,-93.642397
1929,Typical,Typical,11435,1,230000,2,7,Pave,Two_Story,Detchd,Crawford,42.019059,-93.642431
2005,Typical,Typical,3182,2,191000,1,7,Pave,One_Story,Attchd,Bloomington_Heights,42.062285,-93.6424399
2004,Typical,Typical,8577,2,185088,1,7,Pave,Two_Story,BuiltIn,Gilbert,42.061193,-93.642447
2008,Typical,Typical,11194,2,275000,0,7,Pave,One_Story,Attchd,Somerset,42.055036,-93.64247
2006,Typical,Typical,8125,2,241000,0,7,Pave,Two_Story,Attchd,Somerset,42.05142,-93.642474
2007,Typical,Typical,9849,2,248328,0,7,Pave,One_Story,Attchd,Somerset,42.054153,-93.64248
2008,Typical,Typical,10206,2,257500,1,7,Pave,One_Story,Attchd,Somerset,42.054302,-93.642553
2007,Typical,Typical,10130,2,275500,1,7,Pave,One_Story,Attchd,Somerset,42.054151,-93.642579
2002,Typical,Typical,7861,2,183200,1,7,Pave,Two_Story,Attchd,Gilbert,42.060293,-93.642588
1935,Good,Typical,14100,3,381000,2,11,Pave,One_and_Half_Fin,BuiltIn,Crawford,42.01601,-93.642597
2005,Typical,Typical,3182,2,181000,1,7,Pave,One_Story,Attchd,Bloomington_Heights,42.062266,-93.642597
2004,Typical,Typical,10125,2,195500,1,7,Pave,Two_Story,Attchd,Gilbert,42.061656,-93.642626
2004,Typical,Typical,9024,2,179000,1,8,Pave,Two_Story,Attchd,Gilbert,42.061316,-93.642641
1945,Typical,Typical,7259,2,259500,1,9,Pave,Two_Story,Detchd,Crawford,42.01629,-93.642663
2000,Typical,Typical,8121,2,172400,1,7,Pave,Two_Story,Attchd,Gilbert,42.05865,-93.642713
2004,Typical,Typical,7795,2,188500,1,6,Pave,Two_Story,Attchd,Gilbert,42.061562,-93.642749
2004,Typical,Typical,12552,2,254900,1,8,Pave,Two_Story,Attchd,Somerset,42.052347,-93.642773
1941,Good,Typical,9042,2,266500,2,9,Pave,Two_Story,Attchd,Crawford,42.014682,-93.642793
1940,Typical,Typical,13680,1,205000,2,6,Pave,One_and_Half_Fin,Detchd,Crawford,42.0191252,-93.6428055
1927,Typical,Typical,7230,2,238000,1,8,Pave,Two_and_Half_Unf,Detchd,Crawford,42.018796,-93.64281
2000,Typical,Typical,8795,2,236000,1,8,Pave,Two_Story,BuiltIn,Gilbert,42.05859,-93.642813
1931,Fair,Typical,7200,1,149000,1,6,Pave,Two_Story,Attchd,Crawford,42.019617,-93.642821
2000,Typical,Typical,9967,2,170000,1,8,Pave,SLvl,BuiltIn,Gilbert,42.058401,-93.642836
1932,Typical,Fair,11275,1,220000,1,7,Pave,One_and_Half_Fin,Detchd,Crawford,42.0168895,-93.6428531
2006,Typical,Typical,10728,2,266000,1,8,Pave,Two_Story,Attchd,Somerset,42.052346,-93.642862
2006,Typical,Typical,10603,2,270000,1,8,Pave,Two_Story,Attchd,Somerset,42.052346,-93.64287
1957,Typical,Typical,14442,2,257500,2,7,Pave,One_Story,Attchd,Crawford,42.013003,-93.642883
1956,Typical,Typical,14115,1,230000,1,6,Pave,One_Story,Attchd,Crawford,42.013296,-93.642884
1960,Typical,Typical,13339,2,193000,1,6,Pave,One_Story,Attchd,Crawford,42.013169,-93.642885
1923,Typical,Typical,9650,1,138000,1,7,Pave,Two_Story,Attchd,Crawford,42.019833,-93.642886
2005,Typical,Typical,3182,2,180000,1,5,Pave,One_Story,Attchd,Bloomington_Heights,42.062081,-93.642911
2000,Typical,Typical,8658,2,215000,1,9,Pave,Two_Story,Attchd,Gilbert,42.05853,-93.642913
2005,Typical,Typical,3182,2,160200,1,5,Pave,One_Story,Attchd,Bloomington_Heights,42.062086,-93.642914
1950,Good,Typical,12392,2,263400,2,8,Pave,One_and_Half_Fin,Attchd,Crawford,42.014567,-93.64293
2002,Typical,Typical,12891,2,257500,1,8,Pave,Two_Story,BuiltIn,Gilbert,42.059481,-93.642932
1941,Typical,Typical,12000,1,174500,1,7,Pave,Two_Story,Attchd,Crawford,42.014688,-93.642945
2008,Typical,Typical,11003,2,310000,1,10,Pave,Two_Story,Attchd,Somerset,42.052337,-93.643001
2007,Typical,Typical,3182,2,159895,1,6,Pave,One_Story,Attchd,Bloomington_Heights,42.062004,-93.643039
2007,Typical,Typical,10800,2,339750,1,8,Pave,Two_Story,Attchd,Somerset,42.0520487,-93.6430423
2004,Typical,Typical,11084,2,175000,1,8,Pave,SLvl,BuiltIn,Gilbert,42.061483,-93.643062
2004,Typical,Typical,7500,2,185000,0,6,Pave,One_Story,Attchd,Somerset,42.051247,-93.643131
2006,Typical,Typical,7200,2,185000,0,5,Pave,One_Story,Attchd,Somerset,42.051245,-93.643173
1949,Typical,Typical,6270,2,145000,0,8,Pave,Two_Story,More_Than_Two_Types,Crawford,42.019952,-93.643215
2002,Typical,Typical,8068,2,200000,1,8,Pave,Two_Story,BuiltIn,Gilbert,42.059377,-93.643312
2002,Typical,Typical,8740,2,219500,1,8,Pave,Two_Story,BuiltIn,Gilbert,42.059181,-93.64334
1997,Typical,Typical,8314,2,200000,1,6,Pave,Two_Story,BuiltIn,Somerset,42.046429,-93.643373
1939,Good,Typical,15660,1,311500,2,8,Pave,One_and_Half_Fin,Attchd,Crawford,42.015667,-93.643378
2001,Typical,Typical,10646,2,223000,1,7,Pave,Two_Story,Attchd,Somerset,42.046647,-93.643378
2003,Typical,Typical,12378,2,360000,3,8,Pave,One_Story,Attchd,Northridge_Heights,42.061544,-93.643412
1957,Typical,Typical,32668,3,200624,2,9,Pave,One_Story,Attchd,Crawford,42.010333,-93.643429
1922,Typical,Fair,11600,1,137500,1,5,Pave,One_Story,Detchd,Crawford,42.017131,-93.643443
2007,Typical,Typical,9158,2,225000,0,7,Pave,One_Story,Attchd,Somerset,42.053186,-93.643449
1998,Good,Typical,8413,2,312500,2,8,Pave,Two_Story,Attchd,Somerset,42.046411,-93.643456
1969,Good,Typical,16381,2,223000,1,7,Pave,One_Story,Attchd,Crawford,42.011793,-93.643489
2004,Typical,Typical,7415,2,193000,1,8,Pave,Two_Story,Attchd,Gilbert,42.059635,-93.643522
1946,Typical,Typical,7136,2,145000,0,8,Pave,Two_Story,Attchd,Crawford,42.0199537,-93.6435257
1971,Good,Typical,17597,2,315000,2,7,Pave,One_Story,Attchd,Crawford,42.01141,-93.643539
2005,Typical,Typical,8847,2,260000,0,7,Pave,One_Story,Attchd,Somerset,42.053185,-93.643544
1971,Typical,Typical,20693,2,198000,2,7,Pave,One_Story,Attchd,Crawford,42.011343,-93.643548
2000,Typical,Typical,7379,2,254000,1,7,Pave,Two_Story,Attchd,Somerset,42.04638,-93.643556
2006,Typical,Typical,8125,2,197000,0,6,Pave,Two_Story,Attchd,Somerset,42.051382,-93.64357
2004,Typical,Typical,9056,2,178000,1,6,Pave,Two_Story,Attchd,Gilbert,42.059803,-93.6436049
2002,Typical,Typical,7750,2,176000,1,6,Pave,Two_Story,Attchd,Gilbert,42.059507,-93.643632
2005,Typical,Typical,8688,2,232000,0,7,Pave,One_Story,Attchd,Somerset,42.053183,-93.643635
2003,Typical,Typical,7750,2,162000,0,6,Pave,Two_Story,Attchd,Gilbert,42.059526,-93.643641
2007,Typical,Typical,8125,2,205950,0,7,Pave,Two_Story,Attchd,Somerset,42.05138,-93.643692
1999,Typical,Typical,2160,2,170000,0,5,Pave,SLvl,Detchd,Somerset,42.046962,-93.643729
1999,Typical,Typical,2160,2,160000,0,4,Pave,Two_Story,Detchd,Somerset,42.046961,-93.643746
2006,Typical,Typical,9605,2,250000,0,7,Pave,Two_Story,Attchd,Somerset,42.053032,-93.643748
2008,Typical,Typical,8125,2,264500,1,8,Pave,One_Story,Attchd,Somerset,42.051378,-93.643752
2007,Typical,Typical,11830,2,260261,1,6,Pave,One_Story,Attchd,Somerset,42.055757,-93.643769
2009,Typical,Typical,9541,2,233170,0,7,Pave,One_Story,Attchd,Northridge_Heights,42.061404,-93.643771
2006,Typical,Typical,10037,2,247000,1,6,Pave,One_Story,Attchd,Somerset,42.053183,-93.643788
2007,Typical,Typical,10440,2,261329,1,6,Pave,One_Story,Attchd,Somerset,42.051377,-93.643792
2006,Typical,Typical,10936,2,199000,0,7,Pave,One_Story,Attchd,Somerset,42.053033,-93.643811
2005,Typical,Typical,9803,2,226700,0,7,Pave,Two_Story,Attchd,Somerset,42.052278,-93.643836
2007,Typical,Typical,9416,2,311872,1,8,Pave,One_Story,Attchd,Somerset,42.054153,-93.643836
2005,Typical,Typical,10574,2,252000,1,9,Pave,Two_Story,Attchd,Somerset,42.052127,-93.643842
2005,Typical,Typical,7500,2,176000,1,6,Pave,One_Story,Attchd,Somerset,42.051225,-93.643859
2006,Typical,Typical,11065,2,281000,1,8,Pave,Two_Story,BuiltIn,Northridge_Heights,42.061377,-93.643862
2006,Typical,Typical,11216,2,232600,1,7,Pave,One_Story,Attchd,Somerset,42.052272,-93.643898
2008,Typical,Typical,9262,2,287090,1,7,Pave,One_Story,Attchd,Somerset,42.054152,-93.643944
1988,Good,Typical,21695,2,222000,1,5,Pave,One_Story,Attchd,Crawford,42.009134,-93.643947
2006,Typical,Typical,10936,2,206580,1,6,Pave,One_Story,Attchd,Gilbert,42.061531,-93.643954
2006,Typical,Typical,9986,2,147000,1,7,Pave,One_Story,Attchd,Somerset,42.054514,-93.64396
2004,Typical,Typical,11796,2,215000,1,8,Pave,Two_Story,BuiltIn,Gilbert,42.061541,-93.643961
2005,Typical,Typical,9587,2,190000,0,5,Pave,SLvl,Attchd,Gilbert,42.061544,-93.643964
2007,Typical,Typical,10207,3,227875,0,7,Pave,Two_Story,Attchd,Somerset,42.052119,-93.64397
2006,Typical,Typical,11096,2,249700,0,7,Pave,One_Story,Attchd,Somerset,42.052269,-93.643974
2008,Typical,Typical,12274,2,227680,0,6,Pave,One_Story,Attchd,Somerset,42.054319,-93.643976
2006,Typical,Typical,7200,2,187750,1,5,Pave,One_Story,Attchd,Somerset,42.051224,-93.643977
1940,Typical,Typical,8145,2,205000,2,13,Pave,Two_and_Half_Unf,Detchd,Crawford,42.0158534,-93.6439975
1940,Typical,Typical,13125,1,219500,2,6,Pave,Two_Story,Attchd,Crawford,42.0145503,-93.6440062
2007,Typical,Typical,7500,2,230348,0,6,Pave,One_Story,Attchd,Somerset,42.051224,-93.644018
2007,Typical,Typical,9428,2,297900,1,8,Pave,Two_Story,Attchd,Somerset,42.054227,-93.644024
2007,Typical,Typical,9801,3,257000,1,7,Pave,Two_Story,BuiltIn,Somerset,42.055517,-93.64403
2004,Typical,Typical,16219,2,188500,0,5,Pave,SLvl,Attchd,Gilbert,42.061429,-93.644064
2006,Typical,Typical,13162,3,405749,1,11,Pave,Two_Story,Attchd,Somerset,42.052265,-93.64407
2004,Typical,Typical,13300,2,184500,1,7,Pave,SLvl,BuiltIn,Gilbert,42.061443,-93.644076
2007,Typical,Typical,9965,3,235876,1,6,Pave,One_Story,Attchd,Somerset,42.054154,-93.644086
2004,Typical,Typical,9171,2,201490,1,7,Pave,Two_Story,Attchd,Gilbert,42.061727,-93.644094
1999,Typical,Typical,3230,2,176000,1,5,Pave,Two_Story,Detchd,Somerset,42.047104,-93.644096
2004,Typical,Typical,9434,2,170000,1,6,Pave,SLvl,BuiltIn,Gilbert,42.061739,-93.644106
1999,Typical,Typical,2280,2,176500,1,6,Pave,Two_Story,Detchd,Somerset,42.047104,-93.644107
2007,Typical,Typical,11932,2,235128,0,7,Pave,One_Story,Attchd,Somerset,42.054236,-93.644107
1999,Typical,Typical,2280,2,172900,0,6,Pave,Two_Story,Detchd,Somerset,42.047103,-93.644118
2007,Typical,Typical,9910,2,213133,0,5,Pave,One_Story,Attchd,Somerset,42.054408,-93.644118
2008,Typical,Typical,9612,2,244600,1,6,Pave,One_Story,Attchd,Somerset,42.054282,-93.644121
2007,Typical,Typical,14598,2,214000,1,9,Pave,Two_Story,BuiltIn,Somerset,42.055157,-93.644145
1999,Typical,Typical,2280,2,179400,0,6,Pave,Two_Story,Detchd,Somerset,42.047102,-93.644172
1977,Typical,Typical,12984,2,217500,1,7,Pave,One_Story,Attchd,Crawford,42.013495,-93.644203
1999,Typical,Typical,3230,2,172500,0,6,Pave,Two_Story,Detchd,Somerset,42.047101,-93.644205
2004,Typical,Typical,11631,2,258000,1,9,Pave,Two_Story,BuiltIn,Gilbert,42.061984,-93.644213
2004,Typical,Typical,9734,2,167000,0,7,Pave,SLvl,BuiltIn,Gilbert,42.059605,-93.644251
2004,Typical,Typical,14572,2,259000,1,7,Pave,One_Story,Attchd,Gilbert,42.061713,-93.644256
1920,Typical,Typical,21780,1,195000,1,7,Pave,Two_Story,Detchd,Crawford,42.01874,-93.644258
2004,Typical,Typical,15384,2,184000,1,8,Pave,Two_Story,Attchd,Gilbert,42.0600066,-93.6442698
1988,Typical,Typical,10200,2,175000,1,5,Pave,SLvl,Attchd,Timberland,41.998554,-93.64427
1921,Typical,Typical,7681,1,154900,1,7,Pave,One_and_Half_Fin,Detchd,Crawford,42.016684,-93.644295
2005,Typical,Typical,12216,2,203000,0,6,Pave,One_Story,Attchd,Gilbert,42.062067,-93.6443
2006,Typical,Typical,9073,2,185101,0,8,Pave,Two_Story,Attchd,Gilbert,42.061987,-93.644306
1915,Typical,Typical,9550,1,140000,1,7,Pave,Two_Story,Detchd,Crawford,42.017609,-93.644307
2005,Typical,Typical,18494,2,199500,0,6,Pave,One_Story,Attchd,Gilbert,42.061928,-93.644356
1990,Good,Typical,13758,2,187500,1,7,Pave,One_and_Half_Fin,Attchd,Timberland,41.997992,-93.644366
2006,Typical,Typical,14054,2,219210,1,9,Pave,Two_Story,BuiltIn,Gilbert,42.061928,-93.644366
2007,Typical,Typical,7697,2,173500,0,6,Pave,One_Story,Attchd,Gilbert,42.063342,-93.644366
2007,Typical,Typical,8229,2,166000,0,6,Pave,Two_Story,Attchd,Gilbert,42.063019,-93.644374
2006,Typical,Typical,8499,2,156932,1,6,Pave,Two_Story,BuiltIn,Gilbert,42.062974,-93.644375
2007,Typical,Typical,8899,2,181134,0,6,Pave,One_Story,Attchd,Gilbert,42.062931,-93.644376
2007,Typical,Typical,8993,2,176485,0,6,Pave,One_Story,Attchd,Gilbert,42.062887,-93.644377
2006,Typical,Typical,17104,2,179665,1,7,Pave,Two_Story,Attchd,Gilbert,42.061915,-93.644411
2006,Typical,Typical,9729,2,198444,1,6,Pave,Two_Story,BuiltIn,Gilbert,42.06208,-93.644415
1918,Typical,Typical,22420,2,239000,1,10,Pave,Two_Story,Detchd,Crawford,42.020037,-93.644426
2007,Typical,Typical,7713,2,177594,0,7,Pave,Two_Story,Attchd,Gilbert,42.063106,-93.644447
2005,Typical,Typical,12589,2,174000,1,8,Pave,Two_Story,Attchd,Gilbert,42.062058,-93.644457
1926,Typical,Typical,7155,1,135000,1,6,Pave,Two_Story,Detchd,Crawford,42.016216,-93.644511
1989,Typical,Typical,26178,2,335000,2,9,Pave,Two_Story,Attchd,Timberland,42.004509,-93.644527
1930,Typical,Typical,4000,1,148500,1,5,Pave,Two_Story,Detchd,Crawford,42.017103,-93.644544
2005,Typical,Typical,21930,2,192140,1,7,Pave,Two_Story,BuiltIn,Gilbert,42.060239,-93.64458
1987,Typical,Typical,14419,2,213500,1,7,Pave,SLvl,Attchd,Timberland,41.9981656,-93.6446004
2006,Typical,Typical,11660,2,174190,0,6,Pave,One_Story,Attchd,Gilbert,42.063031,-93.644627
1926,Typical,Typical,10918,1,234000,2,9,Pave,Two_Story,Detchd,Crawford,42.016067,-93.644636
2005,Typical,Typical,8918,2,167800,1,7,Pave,Two_Story,Attchd,Gilbert,42.063183,-93.64466
1921,Typical,Typical,6720,1,141500,1,7,Pave,Two_Story,Detchd,Crawford,42.017106,-93.644669
1989,Typical,Typical,12890,2,150000,1,8,Pave,One_Story,Attchd,Timberland,41.999812,-93.644679
1941,Good,Typical,7128,2,164000,2,7,Pave,Two_and_Half_Unf,Detchd,Crawford,42.016217,-93.644698
1918,Typical,Typical,7155,1,137000,1,6,Pave,Two_Story,Detchd,Crawford,42.016957,-93.644704
1918,Typical,Typical,7642,1,189950,1,7,Pave,One_and_Half_Fin,Detchd,Crawford,42.0162813,-93.6447083
1915,Typical,Typical,15576,2,177000,0,8,Pave,Two_Story,Attchd,Crawford,42.0176853,-93.6447083
1920,Typical,Typical,7588,1,200100,1,9,Pave,Two_Story,Detchd,Crawford,42.0165794,-93.6447118
1925,Good,Typical,7609,2,231000,1,7,Pave,Two_Story,Detchd,Crawford,42.0168678,-93.6447134
1913,Typical,Typical,4280,1,90350,1,4,Pave,One_Story,Detchd,Crawford,42.016217,-93.64476
2006,Typical,Typical,8857,2,171925,1,7,Pave,Two_Story,Attchd,Gilbert,42.0626729,-93.644788
1986,Good,Typical,13607,2,208000,1,6,Pave,SLvl,BuiltIn,Crawford,42.010636,-93.644864
1980,Good,Typical,9839,2,204000,1,7,Pave,Two_Story,BuiltIn,Timberland,41.998952,-93.644884
2004,Typical,Typical,2544,2,149500,0,4,Pave,Two_Story,Detchd,Somerset,42.047876,-93.644889
2004,Typical,Typical,3182,2,151000,0,4,Pave,Two_Story,Detchd,Somerset,42.047899,-93.644889
2005,Typical,Typical,2544,2,152000,0,4,Pave,Two_Story,Detchd,Somerset,42.047782,-93.64489
2005,Typical,Typical,3180,2,165000,0,5,Pave,Two_Story,Detchd,Somerset,42.047806,-93.64489
2007,Typical,Typical,3604,2,146000,0,5,Pave,Two_Story,Detchd,Somerset,42.047548,-93.644891
2007,Typical,Typical,3180,2,146000,0,5,Pave,Two_Story,Detchd,Somerset,42.047571,-93.644891
2005,Typical,Typical,3180,2,144152,0,4,Pave,Two_Story,Detchd,Somerset,42.047595,-93.644891
2005,Typical,Typical,2544,2,149900,0,4,Pave,Two_Story,Detchd,Somerset,42.047618,-93.644891
2005,Typical,Typical,2544,2,147400,0,4,Pave,Two_Story,Detchd,Somerset,42.047642,-93.644891
2005,Typical,Typical,3180,2,151000,0,4,Pave,Two_Story,Detchd,Somerset,42.047665,-93.644891
1995,Typical,Typical,17871,2,170000,0,7,Pave,One_Story,Attchd,Crawford,42.011836,-93.644923
1994,Typical,Typical,19645,2,203135,0,6,Pave,SLvl,BuiltIn,Crawford,42.010606,-93.645014
2003,Typical,Typical,4447,2,139000,0,4,Pave,Two_Story,Attchd,Somerset,42.046107,-93.645478
2003,Typical,Typical,2403,2,147110,0,4,Pave,Two_Story,Attchd,Somerset,42.046114,-93.645478
2000,Typical,Typical,2651,2,165000,0,6,Pave,Two_Story,Detchd,Somerset,42.046127,-93.645479
2004,Typical,Typical,5105,2,148800,0,4,Pave,Two_Story,Detchd,Somerset,42.046405,-93.645482
1999,Typical,Typical,3768,2,156000,0,6,Pave,Two_Story,Detchd,Somerset,42.046418,-93.645482
1999,Typical,Typical,2572,2,155000,0,6,Pave,Two_Story,Detchd,Somerset,42.046424,-93.645482
1999,Typical,Typical,3735,2,183900,0,6,Pave,Two_Story,Detchd,Somerset,42.046431,-93.645482
1976,Typical,Typical,9600,2,181500,1,6,Pave,One_Story,Attchd,Veenker,42.042961,-93.645544
1976,Good,Typical,9600,2,180500,1,5,Pave,SLvl,Attchd,Veenker,42.043019,-93.645546
1976,Good,Typical,9600,2,187000,1,7,Pave,SLvl,Attchd,Veenker,42.043048,-93.645547
2000,Typical,Typical,2980,2,177000,0,5,Pave,Two_Story,Detchd,Somerset,42.046145,-93.645585
1986,Typical,Typical,8239,2,230000,0,5,Pave,One_Story,Attchd,Green_Hills,42.000966,-93.645586
1978,Typical,Typical,16157,1,194000,1,5,Pave,SLvl,Attchd,Veenker,42.044989,-93.645589
2000,Typical,Typical,2117,2,177000,1,5,Pave,Two_Story,Detchd,Somerset,42.046145,-93.645595
2004,Typical,Typical,3215,2,155000,0,4,Pave,Two_Story,Detchd,Somerset,42.048566,-93.645599
2000,Typical,Typical,2117,2,177500,0,5,Pave,Two_Story,Detchd,Somerset,42.046145,-93.645606
2000,Typical,Typical,2998,2,166000,0,4,Pave,Two_Story,Detchd,Somerset,42.046145,-93.645617
2005,Typical,Typical,11911,2,174000,1,6,Pave,Two_Story,BuiltIn,Gilbert,42.062404,-93.645627
2000,Typical,Typical,2117,2,177000,0,4,Pave,Two_Story,Detchd,Somerset,42.046145,-93.645639
2000,Typical,Typical,2998,2,180000,0,4,Pave,Two_Story,Detchd,Somerset,42.046144,-93.64566
2000,Typical,Typical,2117,2,168500,1,4,Pave,Two_Story,Detchd,Somerset,42.046144,-93.645671
1989,Typical,Typical,3907,1,185000,1,4,Pave,One_Story,Attchd,Blueste,42.009345,-93.645701
1984,Typical,Typical,11120,2,162500,0,6,Pave,One_Story,Attchd,Veenker,42.044693,-93.645713
1989,Typical,Typical,3907,2,162500,1,5,Pave,One_Story,Attchd,Blueste,42.009337,-93.645729
2006,Typical,Typical,13204,2,168165,0,6,Pave,Two_Story,BuiltIn,Gilbert,42.062279,-93.64573
2007,Typical,Typical,9018,2,179540,1,8,Pave,Two_Story,Attchd,Gilbert,42.062533,-93.645732
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1733,1,115000,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1488,1,137000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1612,1,121000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1300,1,124000,1,5,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Typical,Typical,1879,1,116500,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1950,2,151000,1,6,Pave,Two_Story,Attchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1782,1,123900,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1782,1,123900,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1782,1,123900,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1782,1,123900,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1782,1,123900,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
1980,Good,Typical,1782,1,123900,1,5,Pave,Two_Story,Detchd,Blueste,42.009489,-93.645743
